section	source_ru	target
Покои/экипировка/сеты/лестница (довод)	Кольцо	
Покои/экипировка/сеты/лестница (довод)	Амулет	
Покои/экипировка/сеты/лестница (довод)	Серьги	
Покои/экипировка/сеты/лестница (довод)	Доспехи	
Покои/экипировка/сеты/лестница (довод)	Бижутерия	
Покои/экипировка/сеты/лестница (довод)	Расходники	
Покои/экипировка/сеты/лестница (довод)	Усилители (огранка)	
Покои/экипировка/сеты/лестница (довод)	Коллекция	
Покои/экипировка/сеты/лестница (довод)	Коллекция сетов	
Покои/экипировка/сеты/лестница (довод)	мобов	
Покои/экипировка/сеты/лестница (довод)	предм.	
Покои/экипировка/сеты/лестница (довод)	полный	
Покои/экипировка/сеты/лестница (довод)	с мира	
Покои/экипировка/сеты/лестница (довод)	макс.	
Покои/экипировка/сеты/лестница (довод)	слот:	
Покои/экипировка/сеты/лестница (довод)	⛏️ Добыча	
Покои/экипировка/сеты/лестница (довод)	🔧 Производство	
Покои/экипировка/сеты/лестница (довод)	осталось	
Покои/экипировка/сеты/лестница (довод)	из	
Покои/экипировка/сеты/лестница (довод)	сброс через	
Покои/экипировка/сеты/лестница (довод)	мин	
Покои/экипировка/сеты/лестница (довод)	название (напр. Воин)	
Покои/экипировка/сеты/лестница (довод)	Сохранить текущую	
Покои/экипировка/сеты/лестница (довод)	зачистить мир «{w}» (победить всех его мобов)	
Покои/экипировка/сеты/лестница (довод)	Огранка усилителей: 💎 камень + 🔥 искры. Готовый камень вставляется в гнездо снаряжения (гнёзда сверлятся за 🔥, число — по рарности).	
Покои/экипировка/сеты/лестница (довод)	✓ зачищен · ⚔️ доступен · 🔒 закрыт. Миры открываются по уровню и только после зачистки предыдущего. Сложность 75% — мобы слабее, 200% — вдвое сильнее.	
Покои/экипировка/сеты/лестница (довод)	+10% уклонение, +4 Ловкости	
Покои/экипировка/сеты/лестница (довод)	+10% урон в дальнем бою	
Покои/экипировка/сеты/лестница (довод)	+10% физ. крит	
Покои/экипировка/сеты/лестница (довод)	+12 брони, +4 Выносливости	
Покои/экипировка/сеты/лестница (довод)	+12% маг. крит	
Покои/экипировка/сеты/лестница (довод)	+12% сила заклинаний	
Покои/экипировка/сеты/лестница (довод)	+12% урон и +8% физ. крит	
Покои/экипировка/сеты/лестница (довод)	+12% шанс макс. урона, +4 Ярости	
Покои/экипировка/сеты/лестница (довод)	+15% урон и +8 реген HP (исцеление аурой)	
Покои/экипировка/сеты/лестница (довод)	+15% физ. и маг. контрудар	
Покои/экипировка/сеты/лестница (довод)	+15% физ. крит и +10% макс. урон	
Покои/экипировка/сеты/лестница (довод)	+16 брони, +4 Реакции	
Покои/экипировка/сеты/лестница (довод)	+18% сила заклинаний и +60 макс. маны	
Покои/экипировка/сеты/лестница (довод)	+22% урон, но −8 брони (риск/награда)	
Покои/экипировка/сеты/лестница (довод)	+6 реген маны, +4 Интеллект	
Покои/экипировка/сеты/лестница (довод)	+8% уклонение, +4 Ловкости	
Покои/экипировка/сеты/лестница (довод)	+8% урон в ближнем бою	
Покои/экипировка/сеты/лестница (довод)	+80 HP, +5 Веры, +3 Силы	
Покои/экипировка/сеты/лестница (довод)	+80 макс. HP	
Покои/экипировка/сеты/лестница (довод)	+большой шанс ценного трофея и +10% макс. урон	
Тела вкладок: заголовки, описания, кнопки (довод 2)	тег	
Тела вкладок: заголовки, описания, кнопки (довод 2)	кол-во	
Тела вкладок: заголовки, описания, кнопки (довод 2)	цена 🪙	
Тела вкладок: заголовки, описания, кнопки (довод 2)	сумма 🪙	
Тела вкладок: заголовки, описания, кнопки (довод 2)	название	
Тела вкладок: заголовки, описания, кнопки (довод 2)	👻 Души	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🗡️ Удар	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔒 закрыт	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🛡️ Кланы	
Тела вкладок: заголовки, описания, кнопки (довод 2)	✅ получен	
Тела вкладок: заголовки, описания, кнопки (довод 2)	✅ получено	
Тела вкладок: заголовки, описания, кнопки (довод 2)	исключить	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📥 забрать	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Приглашено	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Приглашено:	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🥤 Напёрстки	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🐾 приручить	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📦 Накоплено:	
Тела вкладок: заголовки, описания, кнопки (довод 2)	💀 Поражений:	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔨 Мастерские	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔑 арендовать	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🧝 Покои героя	
Тела вкладок: заголовки, описания, кнопки (довод 2)	💰 Казна клана	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Твой промокод:	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🪙 · Проиграно:	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔮 Гильдия магов	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔥 Кузница сетов	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📜 События клана	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🚪 Покинуть клан	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Ускорить за Души	
Тела вкладок: заголовки, описания, кнопки (довод 2)	+500 🪙 и +100 🔥	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🪜 Лестница в Небо	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📜 Совет старейшин	
Тела вкладок: заголовки, описания, кнопки (довод 2)	передать лидерство	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🗂️ Коллекция сетов	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📦 Мои выставленные	
Тела вкладок: заголовки, описания, кнопки (довод 2)	⏳ Загрузка таблицы…	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🤖 Тренировочный бой	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🪙 Выставить ресурсы	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📜 Изучить заклинания	
Тела вкладок: заголовки, описания, кнопки (довод 2)	1 Душа → 1000 🔥 Искр	
Тела вкладок: заголовки, описания, кнопки (довод 2)	(👑 лидер · 🎖 офицер)	
Тела вкладок: заголовки, описания, кнопки (довод 2)	промокод пригласившего	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🪖 Снаряжение за золото	
Тела вкладок: заголовки, описания, кнопки (довод 2)	1 Душа → 1000 🪙 Золота	
Тела вкладок: заголовки, описания, кнопки (довод 2)	написать сообщение дня…	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🤝 Реферальная программа	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Уже кастовали в этот ход	
Тела вкладок: заголовки, описания, кнопки (довод 2)	📚 Академия — Энциклопедия	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Введи код друга — получишь	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Вставить усилитель в гнездо	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Приручить ослабленного зверя	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Ввести промокод пригласившего	
Тела вкладок: заголовки, описания, кнопки (довод 2)	На главную — Вавилонская башня	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Сменить язык / Switch language	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Пока никто не приглашал игроков	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔒 Стройка построек откроется на	
Тела вкладок: заголовки, описания, кнопки (довод 2)	✅ Сегодня получено. Загляни завтра!	
Тела вкладок: заголовки, описания, кнопки (довод 2)	✅ Промокод пригласившего уже применён.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	. Только один раз, в течение 7 дней с создания героя.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Приглашай друзей промокодом — за каждого нового игрока	
Тела вкладок: заголовки, описания, кнопки (довод 2)	🔎 Поиск по энциклопедии (статы, топливо, заклинания…)	
Тела вкладок: заголовки, описания, кнопки (довод 2)	⌛ Окно ввода промокода (7 дней с создания героя) истекло.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Нет сохранённых сборок. Оденься как нужно и сохрани комплект.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Гнёзда для усилителей-самоцветов (создаются огранкой камней 💎)	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Нет частей сетов в рюкзаке. Надетые сначала снимите в Покоях героя.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Души — премиум-валюта (реальные средства по GDD). Здесь их можно обменять.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Твои 2 кубика против заведения. Больше — выигрыш ×2, ничья — возврат ставки.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Кланы доступны только в Telegram (нужен облачный аккаунт). Открой игру через бота.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Ответы на вопросы об устройстве мира и механиках. Найдите тему или раскройте раздел.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Алхимия: эликсиры (лечат в бою), зелья (бросаются во врага), мази (усиления вне боя).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Хлеба и зрелищ! Азартные игры на золото. Дом всегда немного в выигрыше — играй с умом.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Скуй недостающие части найденных комплектов и перековывай их на более высокую рарность.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Купить ресурсы, снаряжение и расходники, продать трофеи. Цены продажи — половина закупки.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Собери предметы одного класса (напр. «Звёздный аркан») — за надетые части дают сет-бонусы.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Найди в походах хотя бы одну часть любого сета — и сможешь сковать остальные его части здесь.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Мастерство повышает качество изделий и открывает «тайные знания» — новые рецепты в мастерских.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Журнал заданий. Многие квесты имеют «градиент» — повторяются с растущей целью (10 / 100 / 1000).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Торговля между полубогами. Комиссия с продажи — 1%. Выручка приходит при следующей синхронизации.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Торговля между игроками доступна только в Telegram (нужен облачный аккаунт). Открой игру через бота.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Спустись к смертным и собери ресурсы 1 уровня сам — бесплатно, удача и навык дают шанс добыть больше.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Переработка ресурсов 1→2 уровня и создание снаряжения. Уголь как топливо повышает качество (закалка).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Готовое снаряжение без крафта — оденься хоть сейчас. Легендарки тут не продаются (их крафтят/добывают).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	. Части падают в походах — рарность тем выше, чем выше уровень героя и сложность (на 200% — самые редкие).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Пустое гнездо. Сначала создай усилитель в «💎 Усилители (огранка)» (Покои → Экипировка), затем вставь его сюда.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Заходи каждый день за наградой (стрик повышает её на 7-й день) и выполняй ежедневные задания. Сброс — каждый день.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Души выдаются за ключевые квесты. В полной версии — пополняются за реальные деньги с возможностью вывода (см. бизнес-план GDD).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Вступи в клан или основай свой. Чем больше клан — тем выше пассивный бонус всем участникам (+1 к статам за каждые 3 бойца, до +4).	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Одолжи экипировку клану (📦 в инвентаре) или арендуй чужую. Арендованное можно только носить — владелец вправе забрать в любой момент.	
Тела вкладок: заголовки, описания, кнопки (довод 2)	Питомцев нет. Ослабь зверя (не босса) в бою примерно до 35% HP и нажми «🐾 приручить». Навык Приручение повышает шанс поимки и число активных питомцев (по +1 за 5 уровней, до 3).	
Прочие заголовки	⬆️ Улучшение заклинаний (до +{cap} на ранге)	
Прочие заголовки	🐉 Рейд	
Прочие заголовки	🏆 Победа!	
Прочие заголовки	☠️ Поражение	
Нижний мир: постройки	к шахтам	
Нижний мир: постройки	лимит склада	
Нижний мир: постройки	ч	
Нижний мир: постройки	построить	
Нижний мир: постройки	Постройки смертных	
Нижний мир: постройки	Подати с горожан. Каждый уровень +5% к добыче всех шахт.	
Нижний мир: постройки	Смертные валят лес — бревно.	
Нижний мир: постройки	Добыча камня.	
Нижний мир: постройки	Добыча руды.	
Нижний мир: постройки	Лён и волокно.	
Нижний мир: постройки	🔒 Стройка построек откроется на <b>{n}</b> уровне героя (сейчас {have}). Пока добывай ресурсы руками ниже.	
Нижний мир: постройки	достичь <b>{n}</b> ур. (у вас {have})	
Чат	💬 Чат мира	
Чат	сообщение…	
Чат	сообщение клану…	
Чат	Чат доступен только в Telegram (нужен облачный аккаунт). Открой игру через бота.	
Интерполированные подписи/кнопки	Вступить за	
Интерполированные подписи/кнопки	Купить билет	
Интерполированные подписи/кнопки	Награда за этап:	
Интерполированные подписи/кнопки	Награда:	
Интерполированные подписи/кнопки	Направления:	
Интерполированные подписи/кнопки	Стихии:	
Интерполированные подписи/кнопки	Трофеи:	
Интерполированные подписи/кнопки	Опасность	
Интерполированные подписи/кнопки	опасн.	
Интерполированные подписи/кнопки	изучить	
Интерполированные подписи/кнопки	копится…	
Интерполированные подписи/кнопки	в час	
Интерполированные подписи/кнопки	сложность	
Интерполированные подписи/кнопки	создать за	
Интерполированные подписи/кнопки	ставка	
Интерполированные подписи/кнопки	тир	
Интерполированные подписи/кнопки	Вещь:	
Интерполированные подписи/кнопки	одеть лучшее	
Интерполированные подписи/кнопки	Достижения	
Интерполированные подписи/кнопки	Схема снаряжения:	
Интерполированные подписи/кнопки	Формула заклинания:	
Интерполированные подписи/кнопки	Заявки	
Интерполированные подписи/кнопки	топливо:	
Интерполированные подписи/кнопки	уголь	
Интерполированные подписи/кнопки	или	
Интерполированные подписи/кнопки	бревно	
Интерполированные подписи/кнопки	не хватает:	
Интерполированные подписи/кнопки	строится	
Интерполированные подписи/кнопки	Опыт:	
Интерполированные подписи/кнопки	Золото:	
Интерполированные подписи/кнопки	Искры:	
Интерполированные подписи/кнопки	день	
Интерполированные подписи/кнопки	подряд	
Интерполированные подписи/кнопки	Мир закрыт. Нужно:	
Интерполированные подписи/кнопки	Состав	
Интерполированные подписи/кнопки	есть	
Интерполированные подписи/кнопки	и	
Зоны удара	голова	
Зоны удара	торс	
Зоны удара	левая рука	
Зоны удара	правая рука	
Зоны удара	ноги	
Зоны удара	сек	
Зоны удара	раунд	
Зоны удара	эффекты:	
Боевой лог (шаблоны с {плейсхолдерами})	⚔️ Бой начался: {mobs}	
Боевой лог (шаблоны с {плейсхолдерами})	⏰ Время хода истекло! Враги атакуют.	
Боевой лог (шаблоны с {плейсхолдерами})	🌀 {name} уклонился от удара (в {zone}).	
Боевой лог (шаблоны с {плейсхолдерами})	🗡️ Удар по «{name}» в {zone}: −{dmg} HP{crit}{max}.	
Боевой лог (шаблоны с {плейсхолдерами})	💀 «{name}» повержен!	
Боевой лог (шаблоны с {плейсхолдерами})	🧙 Уже применили заклинание в этот ход.	
Боевой лог (шаблоны с {плейсхолдерами})	💧 Недостаточно маны.	
Боевой лог (шаблоны с {плейсхолдерами})	💚 {spell}: +{h} HP{crit}.	
Боевой лог (шаблоны с {плейсхолдерами})	✨ {spell} по «{name}»: −{dmg} HP{crit}.	
Боевой лог (шаблоны с {плейсхолдерами})	💀 «{name}» повержен магией!	
Боевой лог (шаблоны с {плейсхолдерами})	💥 {name}: −{dmg} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	☠️ «{name}» отравлен.	
Боевой лог (шаблоны с {плейсхолдерами})	🛡️ {spell}: +{v} защиты на {r} р.	
Боевой лог (шаблоны с {плейсхолдерами})	📉 У «{name}» −{v} защиты.	
Боевой лог (шаблоны с {плейсхолдерами})	🕳️ «{name}» в яме — пропустит ход.	
Боевой лог (шаблоны с {плейсхолдерами})	«Яма» не сработала.	
Боевой лог (шаблоны с {плейсхолдерами})	🧪 Эффекты яда сняты.	
Боевой лог (шаблоны с {плейсхолдерами})	🌬️ Щиты и бури сдуты.	
Боевой лог (шаблоны с {плейсхолдерами})	🧴 {item}: +{h} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	🧴 {item}: +{m} MP.	
Боевой лог (шаблоны с {плейсхолдерами})	🍶 {item} в «{name}»: −{dmg} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	🧪 {item}: яд нейтрализован.	
Боевой лог (шаблоны с {плейсхолдерами})	🧪 {item}: яда не было.	
Боевой лог (шаблоны с {плейсхолдерами})	🤐 «{name}» онемел — не колдует {r} р.	
Боевой лог (шаблоны с {плейсхолдерами})	🪨 {item}: +{conc} защиты и маг. сопротивление на {r} р.	
Боевой лог (шаблоны с {плейсхолдерами})	🏃 Вы сбежали из боя.	
Боевой лог (шаблоны с {плейсхолдерами})	Сбежать не удалось!	
Боевой лог (шаблоны с {плейсхолдерами})	☠️ Яд: «{name}» −{v} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	☠️ Вы теряете {v} HP от яда.	
Боевой лог (шаблоны с {плейсхолдерами})	🐾 {pet} атакует «{name}»: −{dmg} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	💀 «{name}» повержен питомцем!	
Боевой лог (шаблоны с {плейсхолдерами})	🐾 Босса не приручить.	
Боевой лог (шаблоны с {плейсхолдерами})	🐾 Предел питомцев ({max}).	
Боевой лог (шаблоны с {плейсхолдерами})	🐾 Вы приручили «{name}»!	
Боевой лог (шаблоны с {плейсхолдерами})	🐾 «{name}» вырвался — приручение не удалось.	
Боевой лог (шаблоны с {плейсхолдерами})	💤 «{name}» пропускает ход.	
Боевой лог (шаблоны с {плейсхолдерами})	🔮 «{name}» бьёт заклинанием: −{dmg} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	🔁 Маг. контрудар: −{c} HP по «{name}».	
Боевой лог (шаблоны с {плейсхолдерами})	🛡️ Вы отбили удар «{name}» ({zone}).	
Боевой лог (шаблоны с {плейсхолдерами})	🔁 Контрудар: −{c} HP по «{name}».	
Боевой лог (шаблоны с {плейсхолдерами})	⚔️ Парирование удара «{name}»! Возврат −{refl} HP.	
Боевой лог (шаблоны с {плейсхолдерами})	⚡ Враг наносит критический удар!	
Боевой лог (шаблоны с {плейсхолдерами})	🩸 «{name}» бьёт в {zone}: −{dmg} HP{blocked}.	
Боевой лог (шаблоны с {плейсхолдерами})	💸 Поражение! Вы обронили {lost} золота и вернулись ослабленным.	
Боевой лог (шаблоны с {плейсхолдерами})	☠️ Поражение! Вы возвращаетесь в башню ослабленным.	
Боевой лог (шаблоны с {плейсхолдерами})	📜 Получена формула заклинания «{spell}»!	
Боевой лог (шаблоны с {плейсхолдерами})	📜 Найдена схема «{rec}»!	
Боевой лог (шаблоны с {плейсхолдерами})	🎁 Трофей: {item}!	
Боевой лог (шаблоны с {плейсхолдерами})	🎁 Трофей сета «{set}»: {item} [{rar}]!	
Боевой лог (шаблоны с {плейсхолдерами})	📜 Схема легендарного предмета «{rec}» получена!	
Приветствие	Добро пожаловать	
Приветствие	Ты — полубог, пробудившийся в недрах древней башни. Здесь сталкиваются порядок и хаос, боги и смертные.	
Приветствие	Исследуй Вавилонскую башню, развивай героя, сражайся с монстрами и отправляйся в экспедиции за трофеями.	
Приветствие	⚔️ Отправиться в путь!	
